HOLEID,FROM,TO,DOMAIN,ROCKTYPE,WEATH
M007,27.5,30,D2,AvT,MX
M007,30,32.5,D2,AvT,MX
M007,32.5,35,D2,AvT,MX
M007,35,37.5,D2,AvT,MX
M007,37.5,40,D2,AvT,MX
M007,40,42.5,D2,AvT,MX
M007,42.5,45,D2,AvT,MX
M007,45,47.5,D2,AvT,MX
M007,47.5,50,D2,AvT,MX
M007,50,52.5,D2,AvT,MX
M007,52.5,55,D2,AvT,MX
M007,55,57.5,D2,AvT,MX
M007,57.5,60,D2,AvT,MX
M007,60,62.5,D2,AvT,MX
M007,62.5,65,D2,AvT,PM
M007,65,67.5,D2,AvT,PM
M007,67.5,70,D2,AvT,PM
M007,70,72.5,D2,AvT,PM
M007,72.5,75,D2,AvT,PM
M007,75,77.5,D2,AvT,PM
M007,77.5,80,D2,AvT,PM
M007,80,82.5,D2,AvT,PM
M007,82.5,85,D2,AvT,PM
M007,85,87.5,D2,AvT,PM
M007,87.5,90,D2,AvT,PM
M007,90,92.5,D2,AvT,PM
M007,92.5,95,D2,AvT,PM
M007,95,97.5,D2,AvT,PM
M007,97.5,100,D2,AvT,PM
M007,100,102.5,D2,AvT,PM
M007,102.5,105,D2,AvT,PM
M007,105,107.5,D2,AvT,PM
M007,107.5,110,D2,AvT,PM
M007,110,112.5,D2,AvT,PM
M007,112.5,115,D2,AvT,PM
M007,115,117.5,D2,AvT,PM
M007,117.5,120,D2,AvT,PM
M007,120,122.5,D2,AvT,PM
M007,122.5,125,D2,AvT,PM
M007,125,127.5,D2,AvT,PM
M007,127.5,130,D2,AvT,PM
M007,130,132.5,D2,AvT,PM
M007,132.5,135,D2,AvT,PM
M007,135,137.5,D3,AvT,PM
M007,137.5,140,D3,AvT,PM
M007,140,142.5,D3,AvT,PM
M007,142.5,145,D3,AvT,PM
M007,145,147.5,D3,AvT,PM
M007,147.5,150,D3,AvT,PM
M007,150,152.5,D3,AvT,PM
M007,152.5,155,D3,AvT,PM
M007,155,157.5,D3,AvT,PM
M007,157.5,160,D3,AvT,PM
M007,160,162.5,D3,AvT,PM
M007,162.5,165,D3,AvT,PM
M007,165,167.5,D3,AvT,PM
M007,167.5,170,D3,AvT,PM
M007,170,172.5,D3,AvT,PM
M007,172.5,175,D3,AvT,PM
M007,175,177.5,D3,AvT,PM
M007,177.5,180,D3,AvT,PM
M007,180,182.5,D3,AvT,PM
M007,182.5,185,D3,AvT,PM
M007,185,187.5,D3,AvT,PM
M007,187.5,190,D3,AvT,PM
M007,190,192.5,D3,AvT,PM
M007,192.5,195,D3,AvT,PM
M007,195,197.5,D3,AvT,PM
M007,197.5,200,D3,AvT,PM
M007,200,202.5,D3,AvT,PM
M007,202.5,205,D3,AvT,PM
M007,205,207.5,D3,AvT,PM
M007,207.5,210,D3,AvT,PM
M007,210,212.5,D3,AvT,PM
M007,212.5,215,D3,AvT,PM
M007,215,217.5,D3,AvT,PM
M007,217.5,220,D3,AvT,PM
M007,220,222.5,D3,AvT,PM
M007,222.5,225,D3,AvT,PM
M007,225,227.5,D3,AvT,PM
M007,227.5,230,D3,AvT,PM
M007,230,232.5,D3,AvT,PM
M007,232.5,235,D3,AvT,PM
M007,235,237.5,D3,AvT,PM
M007,237.5,240,D3,AvT,PM
M007,240,242.5,D3,AvT,PM
M007,242.5,245,D3,AvT,PM
M007,245,247.5,D3,AvT,PM
M007,247.5,250,D3,AvT,PM
M007,250,252.5,D3,AvT,PM
M007,252.5,255,D3,AvT,MX
M007,255,257.5,D3,AvT,MX
M007,257.5,260,D3,AvT,MX
M007,260,262.5,D3,AvT,MX
M007,262.5,265,D3,AvT,MX
M007,265,267.5,D3,AvT,MX
M007,267.5,270,D3,AvT,MX
M007,270,272.5,D3,AvT,MX
M007,272.5,275,D3,AvT,MX
M007,275,277.5,D3,AvT,MX
M007,277.5,280,I2,GnD,MX
M007,280,282.5,I2,GnD,MX
M007,282.5,285,I2,GnD,MX
M007,285,287.5,I2,GnD,MX
M007,287.5,290,I2,GnD,MX
M007,290,292.5,I2,GnD,MX
M007,292.5,295,I2,GnD,MX
M007,295,297.5,I2,GnD,MX
M007,297.5,300,I2,GnD,MX
M007,300,302.5,I2,GnD,MX
M007,302.5,305,I2,GnD,MX
M007,305,307.5,I2,GnD,MX
M007,307.5,310,I2,GnD,MX
M007,310,312.5,I2,GnD,MX
M007,312.5,315,I2,GnD,PM
M007,315,317.5,I2,GnD,PM
M007,317.5,320,I2,GnD,PM
M007,320,322.5,I2,GnD,PM
M007,322.5,325,I2,GnD,PM
M007,325,327.5,I2,GnD,PM
M007,327.5,330,I2,GnD,PM
M007,330,332.5,I2,GnD,PM
M007,332.5,335,I2,GnD,PM
M007,335,337.5,I2,GnD,PM
M007,337.5,340,I2,GnD,PM
M007,340,342.5,I2,GnD,PM
M007,342.5,345,I2,GnD,PM
M007,345,347.5,I2,GnD,PM
M007,347.5,350,I2,GnD,PM
M007,350,352.5,I2,GnD,PM
M007,352.5,355,I2,GnD,PM
M007,355,357.5,I2,GnD,PM
M007,357.5,360,I2,GnD,PM
M007,360,362.5,I2,GnD,PM
M007,362.5,365,I2,GnD,PM
M007,365,367.5,I2,GnD,PM
M007,367.5,370,I2,GnD,PM
M007,370,372.5,I2,GnD,PM
M007,372.5,375,I2,GnD,PM
M007,375,377.5,I2,GnD,PM
M007,377.5,380,I2,GnD,PM
M007,380,382.5,I2,GnD,PM
M007,382.5,385,I2,GnD,PM
M007,385,387.5,I2,GnD,PM
M007,387.5,390,I2,GnD,PM
M007,390,392.5,I1,QzP,PM
M007,392.5,395,I1,QzP,PM
M007,395,397.5,I1,QzP,PM
M007,397.5,400,I1,QzP,PM
M007,400,402.5,I1,QzP,PM
M007,402.5,405,I1,QzP,PM
M007,405,407.5,I1,QzP,PM
M007,407.5,410,I1,QzP,PM
M007,410,412.5,I1,QzP,PM
M007,412.5,415,I1,QzP,PM
M007,415,417.5,I1,QzP,PM
M007,417.5,420,I1,QzP,PM
M007,420,422.5,I1,QzP,PM
M007,422.5,425,I1,QzP,PM
M008,0,2.5,D1,AvT,OX
M008,2.5,5,D1,AvT,OX
M008,5,7.5,D2,AvT,OX
M008,7.5,10,D2,AvT,OX
M008,10,12.5,D2,AvT,OX
M008,12.5,15,D2,AvT,OX
M008,15,17.5,D2,AvT,OX
M008,17.5,20,D2,AvT,OX
M008,20,22.5,D2,AvT,OX
M008,22.5,25,D2,AvT,MX
M008,25,27.5,D2,AvT,MX
M008,27.5,30,D2,AvT,MX
M008,30,32.5,D2,AvT,MX
M008,32.5,35,D2,AvT,MX
M008,35,37.5,D2,AvT,MX
M008,37.5,40,D2,AvT,MX
M008,40,42.5,D2,AvT,MX
M008,42.5,45,D2,AvT,MX
M008,45,47.5,D2,AvT,MX
M008,47.5,50,D2,AvT,MX
M008,50,52.5,D2,AvT,MX
M008,52.5,55,D2,AvT,MX
M008,55,57.5,D2,AvT,MX
M008,57.5,60,D2,AvT,MX
M008,60,62.5,D2,AvT,MX
M008,62.5,65,D2,AvT,MX
M008,65,67.5,D2,AvT,MX
M008,67.5,70,D2,AvT,MX
M008,70,72.5,D2,AvT,MX
M008,72.5,75,D2,AvT,MX
M008,75,77.5,D2,AvT,MX
M008,77.5,80,D2,AvT,MX
M008,80,82.5,D2,AvT,MX
M008,82.5,85,D2,AvT,MX
M008,85,87.5,D2,AvT,MX
M008,87.5,90,D2,AvT,MX
M008,90,92.5,D2,AvT,MX
M008,92.5,95,D2,AvT,MX
M008,95,97.5,D2,AvT,MX
M008,97.5,100,D2,AvT,MX
M008,100,102.5,D2,AvT,MX
M008,102.5,105,D2,AvT,MX
M008,105,107.5,D2,AvT,PM
M008,107.5,110,D2,AvT,PM
M008,110,112.5,D2,AvT,PM
M008,112.5,115,D2,AvT,PM
M008,115,117.5,D2,AvT,PM
M008,117.5,120,D2,AvT,PM
M008,120,122.5,D2,AvT,PM
M008,122.5,125,D2,AvT,PM
M008,125,127.5,D2,AvT,PM
M008,127.5,130,D2,AvT,PM
M008,130,132.5,D2,AvT,PM
M008,132.5,135,D2,AvT,PM
M008,135,137.5,D2,AvT,PM
M008,137.5,140,D3,AvT,PM
M008,140,142.5,D3,AvT,PM
M008,142.5,145,D3,AvT,PM
M008,145,147.5,D3,AvT,PM
M008,147.5,150,D3,AvT,PM
M008,150,152.5,D3,AvT,PM
M008,152.5,155,D3,AvT,PM
M008,155,157.5,D3,AvT,MX
M008,157.5,160,D3,AvT,MX
M008,160,162.5,D3,AvT,MX
M008,162.5,165,D3,AvT,MX
M008,165,167.5,D3,AvT,MX
M008,167.5,170,D3,AvT,MX
M008,170,172.5,D3,AvT,MX
M008,172.5,175,D3,AvT,MX
M008,175,177.5,D3,AvT,MX
M008,177.5,180,D3,AvT,MX
M008,180,182.5,D3,AvT,MX
M008,182.5,185,D3,AvT,MX
M008,185,187.5,D3,AvT,MX
M008,187.5,190,D3,AvT,MX
M008,190,192.5,D3,AvT,MX
M008,192.5,195,D3,AvT,MX
M008,195,197.5,D3,AvT,MX
M008,197.5,200,D3,AvT,MX
M008,200,202.5,D3,AvT,MX
M008,202.5,205,D3,AvT,MX
M008,205,207.5,D3,AvT,MX
M008,207.5,210,D3,AvT,MX
M008,210,212.5,I2,GnD,MX
M008,212.5,215,I2,GnD,MX
M008,215,217.5,I2,GnD,MX
M008,217.5,220,I2,GnD,MX
M008,220,222.5,I2,GnD,MX
M008,222.5,225,I2,GnD,MX
M008,225,227.5,I2,GnD,MX
M008,227.5,230,I2,GnD,MX
M008,230,232.5,I2,GnD,MX
M008,232.5,235,I2,GnD,MX
M008,235,237.5,I2,GnD,MX
M008,237.5,240,I2,GnD,MX
M008,240,242.5,I2,GnD,MX
M008,242.5,245,I2,GnD,MX
M008,245,247.5,I2,GnD,MX
M008,247.5,250,I2,GnD,MX
M008,250,252.5,I2,GnD,MX
M008,252.5,255,I2,GnD,MX
M008,255,257.5,I2,GnD,MX
M008,257.5,260,I2,GnD,MX
M008,260,262.5,I2,GnD,MX
M008,262.5,265,I2,GnD,MX
M008,265,267.5,I2,GnD,MX
M008,267.5,270,I2,GnD,MX
M008,270,272.5,I2,GnD,MX
M008,272.5,275,I2,GnD,MX
M008,275,277.5,I2,GnD,MX
M008,277.5,280,I2,GnD,MX
M008,280,282.5,I2,GnD,MX
M008,282.5,285,I2,GnD,MX
M008,285,287.5,I2,GnD,MX
M008,287.5,290,I2,GnD,MX
M008,290,292.5,I2,GnD,MX
M008,292.5,295,I2,GnD,MX
M008,295,297.5,I2,GnD,MX
M008,297.5,300,I2,GnD,MX
M008,300,302.5,I2,GnD,MX
M008,302.5,305,I2,GnD,MX
M008,305,307.5,I2,GnD,MX
M008,307.5,310,I2,GnD,MX
M008,310,312.5,I2,GnD,MX
M008,312.5,315,I2,GnD,MX
M008,315,317.5,I2,GnD,MX
M008,317.5,320,I2,GnD,MX
M008,320,322.5,I2,GnD,MX
M008,322.5,325,I2,GnD,MX
M008,325,327.5,I2,GnD,MX
M008,327.5,330,I2,GnD,MX
M008,330,332.5,I2,GnD,MX
M008,332.5,335,I2,GnD,MX
M008,335,337.5,I2,GnD,MX
M008,337.5,340,I2,GnD,MX
M008,340,342.5,I2,GnD,MX
M008,342.5,345,I2,GnD,MX
M008,345,347.5,I2,GnD,MX
M008,347.5,350,I2,GnD,MX
M008,350,352.5,I2,GnD,MX
M008,352.5,355,I1,QzP,MX
M008,355,357.5,I1,QzP,MX
M008,357.5,360,I1,QzP,MX
M008,360,362.5,I1,QzP,MX
M008,362.5,365,I1,QzP,MX
M008,365,367.5,I1,QzP,MX
M008,367.5,370,I1,QzP,MX
M008,370,372.5,I1,QzP,MX
M008,372.5,375,I1,QzP,MX
M008,375,377.5,I1,QzP,MX
M008,377.5,380,I1,QzP,MX
M008,380,382.5,I1,QzP,MX
M008,382.5,385,I1,QzP,MX
M008,385,387.5,I1,QzP,MX
M008,387.5,390,I1,QzP,MX
M008,390,392.5,I1,QzP,MX
M008,392.5,395,I1,QzP,MX
M008,395,397.5,I1,QzP,MX
M008,397.5,400,I1,QzP,MX
M008,400,402.5,I1,QzP,MX
M008,402.5,405,I1,QzP,PM
M008,405,407.5,I1,QzP,PM
M008,407.5,409,I1,QzP,PM
M009,0,2.5,D1,AvT,OX
M009,2.5,5,D1,AvT,OX
M009,5,7.5,D1,AvT,OX
M009,7.5,10,D2,AvT,OX
M009,10,12.5,D2,AvT,OX
M009,12.5,15,D2,AvT,OX
M009,15,17.5,D2,AvT,OX
M009,17.5,20,D2,AvT,OX
M009,20,22.5,D2,AvT,OX
M009,22.5,25,D2,AvT,OX
M009,25,27.5,D2,AvT,MX
M009,27.5,30,D2,AvT,MX
M009,30,32.5,D2,AvT,MX
M009,32.5,35,D2,AvT,MX
M009,35,37.5,D2,AvT,MX
M009,37.5,40,D2,AvT,MX
M009,40,42.5,D2,AvT,MX
M009,42.5,45,D2,AvT,MX
M009,45,47.5,D2,AvT,MX
M009,47.5,50,D2,AvT,MX
M009,50,52.5,D2,AvT,MX
M009,52.5,55,D2,AvT,MX
M009,55,57.5,D2,AvT,MX
M009,57.5,60,D2,AvT,MX
M009,60,62.5,D2,AvT,MX
M009,62.5,65,D2,AvT,MX
M009,65,67.5,D2,AvT,MX
M009,67.5,70,D2,AvT,MX
M009,70,72.5,D2,AvT,MX
M009,72.5,75,D2,AvT,MX
M009,75,77.5,D2,AvT,MX
M009,77.5,80,D2,AvT,MX
M009,80,82.5,D2,AvT,MX
M009,82.5,85,D2,AvT,MX
M009,85,87.5,D2,AvT,MX
M009,87.5,90,D2,AvT,MX
M009,90,92.5,D2,AvT,MX
M009,92.5,95,D2,AvT,MX
M009,95,97.5,D2,AvT,MX
M009,97.5,100,D2,AvT,MX
M009,100,102.5,D2,AvT,MX
M009,102.5,105,D2,AvT,MX
M009,105,107.5,D2,AvT,MX
M009,107.5,110,D2,AvT,MX
M009,110,112.5,D2,AvT,MX
M009,112.5,115,D2,AvT,MX
M009,115,117.5,D2,AvT,MX
M009,117.5,120,D2,AvT,MX
M009,120,122.5,D2,AvT,MX
M009,122.5,125,D2,AvT,MX
M009,125,127.5,I2,GnD,MX
M009,127.5,130,I2,GnD,MX
M009,130,132.5,I2,GnD,MX
M009,132.5,135,I2,GnD,MX
M009,135,137.5,I2,GnD,MX
M009,137.5,140,I2,GnD,MX
M009,140,142.5,I2,GnD,MX
M009,142.5,145,I2,GnD,MX
M009,145,147.5,I2,GnD,MX
M009,147.5,150,I2,GnD,MX
M009,150,152.5,I2,GnD,MX
M009,152.5,155,I2,GnD,MX
M009,155,157.5,I2,GnD,MX
M009,157.5,160,I2,GnD,MX
M009,160,162.5,I2,GnD,MX
M009,162.5,165,I2,GnD,MX
M009,165,167.5,I2,GnD,MX
M009,167.5,170,I2,GnD,MX
M009,170,172.5,I2,GnD,MX
M009,172.5,175,I2,GnD,MX
M009,175,177.5,I2,GnD,MX
M009,177.5,180,I2,GnD,MX
M009,180,182.5,I2,GnD,MX
M009,182.5,185,I2,GnD,MX
M009,185,187.5,I2,GnD,MX
M009,187.5,190,I2,GnD,MX
M009,190,192.5,I2,GnD,MX
M009,192.5,195,I2,GnD,MX
M009,195,197.5,I2,GnD,MX
M009,197.5,200,I2,GnD,MX
M009,200,202.5,I2,GnD,MX
M009,202.5,205,I2,GnD,MX
M009,205,207.5,I2,GnD,MX
M009,207.5,210,I2,GnD,MX
M009,210,212.5,I2,GnD,MX
M009,212.5,215,I2,GnD,MX
M009,215,217.5,I2,GnD,MX
M009,217.5,220,I2,GnD,MX
M009,220,222.5,I2,GnD,MX
M009,222.5,225,I2,GnD,MX
M009,225,227.5,I2,GnD,MX
M009,227.5,230,I2,GnD,MX
M009,230,232.5,I2,GnD,MX
M009,232.5,235,I2,GnD,MX
M009,235,237.5,I2,GnD,MX
M009,237.5,240,I2,GnD,MX
M009,240,242.5,I2,GnD,MX
M009,242.5,245,I2,GnD,MX
M009,245,247.5,I2,GnD,MX
M009,247.5,250,I2,GnD,MX
M009,250,252.5,I2,GnD,MX
M009,252.5,255,I2,GnD,MX
M009,255,257.5,I2,GnD,MX
M009,257.5,260,I2,GnD,MX
M009,260,262.5,I2,GnD,MX
M009,262.5,265,I2,GnD,MX
M009,265,267.5,I2,GnD,MX
M009,267.5,270,I2,GnD,MX
M009,270,272.5,I2,GnD,MX
M009,272.5,275,I2,GnD,MX
M009,275,277.5,I2,GnD,MX
M009,277.5,280,I2,GnD,MX
M009,280,282.5,I2,GnD,MX
M009,282.5,285,I2,GnD,MX
M009,285,287.5,I2,GnD,MX
M009,287.5,290,I2,GnD,MX
M009,290,292.5,I2,GnD,MX
M009,292.5,295,I2,GnD,MX
M009,295,297.5,I2,GnD,MX
M009,297.5,300,I2,GnD,MX
M009,300,302.5,I2,GnD,MX
M009,302.5,305,I2,GnD,MX
M009,305,307.5,I2,GnD,MX
M009,307.5,310,I2,GnD,MX
M009,310,312.5,I2,GnD,MX
M009,312.5,315,I2,GnD,MX
M009,315,317.5,I2,GnD,MX
M009,317.5,320,I2,GnD,MX
M009,320,322.5,I2,GnD,MX
M009,322.5,325,I2,GnD,MX
M009,325,327.5,I2,GnD,MX
M009,327.5,330,I2,GnD,MX
M009,330,332.5,I1,QzP,MX
M009,332.5,335,I1,QzP,MX
M009,335,337.5,I1,QzP,MX
M009,337.5,340,I1,QzP,MX
M009,340,342.5,I1,QzP,MX
M009,342.5,345,I1,QzP,MX
M009,345,347.5,I1,QzP,MX
M009,347.5,350,I1,QzP,MX
M009,350,352.5,I1,QzP,MX
M009,352.5,355,I1,QzP,MX
M009,355,357.5,I1,QzP,MX
M009,357.5,360,I1,QzP,MX
M009,360,362.5,I1,QzP,MX
M009,362.5,365,I1,QzP,MX
M009,365,367.5,I1,QzP,MX
M009,367.5,370,I1,QzP,MX
M009,370,372.5,I1,QzP,MX
M009,372.5,375,I1,QzP,MX
M009,375,377.5,I1,QzP,MX
M009,377.5,380,I1,QzP,MX
M009,380,382.5,I1,QzP,MX
M009,382.5,385,I1,QzP,PM
M009,385,387.5,I1,QzP,PM
M009,387.5,390,I1,QzP,PM
M009,390,392.5,I1,QzP,PM
M009,392.5,395,I1,QzP,PM
M009,395,397.5,I1,QzP,PM
M009,397.5,400,I1,QzP,PM
M009,400,402.5,I1,QzP,PM
M009,402.5,405,I1,QzP,PM
M009,405,407.5,I1,QzP,PM
M009,407.5,410,D4,AvT,PM
M010,0,2.5,D1,AvT,OX
M010,2.5,5,D1,AvT,OX
M010,5,7.5,D1,AvT,OX
M010,7.5,10,D1,AvT,OX
M010,10,12.5,D1,AvT,OX
M010,12.5,15,D1,AvT,OX
M010,15,17.5,D1,AvT,OX
M010,17.5,20,D1,AvT,OX
M010,20,22.5,D2,AvT,OX
M010,22.5,25,D2,AvT,OX
M010,25,27.5,D2,AvT,MX
M010,27.5,30,D2,AvT,MX
M010,30,32.5,D2,AvT,PM
M010,32.5,35,D2,AvT,PM
M010,35,37.5,D2,AvT,PM
M010,37.5,40,D2,AvT,PM
M010,40,42.5,D2,AvT,PM
M010,42.5,45,D2,AvT,PM
M010,45,47.5,D2,AvT,PM
M010,47.5,50,D2,AvT,PM
M010,50,52.5,D2,AvT,PM
M010,52.5,55,D2,AvT,PM
M010,55,57.5,D2,AvT,PM
M010,57.5,60,D2,AvT,PM
M010,60,62.5,D2,AvT,PM
M010,62.5,65,D2,AvT,PM
M010,65,67.5,D2,AvT,PM
M010,67.5,70,D2,AvT,PM
M010,70,72.5,D2,AvT,PM
M010,72.5,75,D2,AvT,PM
M010,75,77.5,D2,AvT,PM
M010,77.5,80,D2,AvT,PM
M010,80,82.5,D2,AvT,PM
M010,82.5,85,D2,AvT,PM
M010,85,87.5,D2,AvT,PM
M010,87.5,90,D2,AvT,PM
M010,90,92.5,D2,AvT,PM
M010,92.5,95,D2,AvT,PM
M010,95,97.5,D2,AvT,PM
M010,97.5,100,D2,AvT,PM
M010,100,102.5,D2,AvT,PM
M010,102.5,105,D2,AvT,PM
M010,105,107.5,D2,AvT,PM
M010,107.5,110,D2,AvT,PM
M010,110,112.5,D2,AvT,PM
M010,112.5,115,D2,AvT,PM
M010,115,117.5,D2,AvT,PM
M010,117.5,120,D2,AvT,PM
M010,120,122.5,D2,AvT,PM
M010,122.5,125,D2,AvT,PM
M010,125,127.5,D2,AvT,PM
M010,127.5,130,D2,AvT,PM
M010,130,132.5,D2,AvT,PM
M010,132.5,135,D2,AvT,PM
M010,135,137.5,D2,AvT,PM
M010,137.5,140,D2,AvT,PM
M010,140,142.5,D2,AvT,PM
M010,142.5,145,D2,AvT,PM
M010,145,147.5,D2,AvT,PM
M010,147.5,150,D2,AvT,PM
M010,150,152.5,D2,AvT,PM
M010,152.5,155,D2,AvT,PM
M010,155,157.5,D2,AvT,PM
M010,157.5,160,D2,AvT,PM
M010,160,162.5,D2,AvT,PM
M010,162.5,165,D2,AvT,PM
M010,165,167.5,D3,AvT,PM
M010,167.5,170,D3,AvT,PM
M010,170,172.5,D3,AvT,PM
M010,172.5,175,D3,AvT,PM
M010,175,177.5,D3,AvT,PM
M010,177.5,180,D3,AvT,PM
M010,180,182.5,D3,AvT,PM
M010,182.5,185,D3,AvT,PM
M010,185,187.5,D3,AvT,PM
M010,187.5,190,D3,AvT,PM
M010,190,192.5,D3,AvT,PM
M010,192.5,195,D3,AvT,PM
M010,195,197.5,D3,AvT,PM
M010,197.5,200,D3,AvT,PM
M010,200,202.5,D3,AvT,PM
M010,202.5,205,D3,AvT,PM
M010,205,207.5,D3,AvT,PM
M010,207.5,210,D3,AvT,PM
M010,210,212.5,D3,AvT,PM
M010,212.5,215,D3,AvT,PM
M010,215,217.5,D3,AvT,PM
M010,217.5,220,D3,AvT,PM
M010,220,222.5,D3,AvT,PM
M010,222.5,225,D3,AvT,PM
M010,225,227.5,D3,AvT,PM
M010,227.5,230,D3,AvT,PM
M010,230,232.5,D3,AvT,PM
M010,232.5,235,D3,AvT,PM
M010,235,237.5,D3,AvT,PM
M010,237.5,240,D3,AvT,PM
M010,240,242.5,D3,AvT,PM
M010,242.5,245,D3,AvT,PM
M010,245,247.5,D3,AvT,PM
M010,247.5,250,D3,AvT,PM
M010,250,252.5,D3,AvT,PM
M010,252.5,255,D3,AvT,PM
M010,255,257.5,D3,AvT,PM
M010,257.5,260,D3,AvT,PM
M010,260,262.5,D3,AvT,PM
M010,262.5,265,D3,AvT,PM
M010,265,267.5,D3,AvT,PM
M010,267.5,270,D3,AvT,PM
M010,270,272.5,D3,AvT,PM
M010,272.5,275,D3,AvT,PM
M010,275,277.5,D3,AvT,PM
M010,277.5,280,D3,AvT,PM
M010,280,282.5,D3,AvT,PM
M010,282.5,285,D3,AvT,PM
M010,285,287.5,D3,AvT,PM
M010,287.5,290,D3,AvT,PM
M010,290,292.5,D3,AvT,PM
M010,292.5,295,D3,AvT,PM
M010,295,297.5,D3,AvT,PM
M010,297.5,300,D3,AvT,PM
M010,300,302.5,D3,AvT,PM
M010,302.5,305,D3,AvT,PM
M010,305,307.5,D3,AvT,PM
M010,307.5,310,D3,AvT,PM
M010,310,312.5,D3,AvT,PM
M010,312.5,315,D3,AvT,PM
M010,315,317.5,D3,AvT,PM
M010,317.5,320,D3,AvT,PM
M010,320,322.5,D3,AvT,PM
M010,322.5,325,D3,AvT,PM
M010,325,327.5,D3,AvT,PM
M010,327.5,330,D3,AvT,PM
M010,330,332.5,D3,AvT,PM
M010,332.5,335,D3,AvT,PM
M010,335,337.5,D3,AvT,PM
M010,337.5,340,D3,AvT,PM
M010,340,342.5,D3,AvT,PM
M010,342.5,345,D3,AvT,PM
M010,345,347.5,D3,AvT,PM
M010,347.5,350,D3,AvT,PM
M010,350,352.5,D3,AvT,PM
M010,352.5,355,D3,AvT,PM
M010,355,357.5,D3,AvT,PM
M010,357.5,360,D3,AvT,PM
M010,360,362.5,I2,GnD,PM
M010,362.5,365,I2,GnD,PM
M010,365,367.5,I2,GnD,PM
M010,367.5,370,I2,GnD,PM
M010,370,372.5,I2,GnD,PM
M010,372.5,375,I2,GnD,PM
M010,375,377.5,I2,GnD,PM
M010,377.5,380,I2,GnD,PM
M010,380,382.5,I2,GnD,PM
M010,382.5,385,I2,GnD,PM
M010,385,387.5,I2,GnD,PM
M010,387.5,390,I2,GnD,PM
M010,390,392.5,I2,GnD,PM
M010,392.5,395,I2,GnD,PM
M010,395,397.5,I2,GnD,PM
M010,397.5,400,I2,GnD,PM
M010,400,402.5,I2,GnD,PM
M010,402.5,405,I2,GnD,PM
M010,405,407.5,I2,GnD,PM
M010,407.5,410,I2,GnD,PM
M010,410,412.5,I2,GnD,PM
M010,412.5,415,I2,GnD,PM
M010,415,417.5,I2,GnD,PM
M010,417.5,420,I2,GnD,PM
M010,420,422.5,I2,GnD,PM
M010,422.5,425,I2,GnD,PM
M010,425,427.5,I2,GnD,PM
M010,427.5,430,I2,GnD,PM
M010,430,432.5,I2,GnD,PM
M010,432.5,435,I2,GnD,PM
M010,435,437.5,I2,GnD,PM
M010,437.5,440,I2,GnD,PM
M010,440,442.5,I2,GnD,PM
M010,442.5,445,I2,GnD,PM
M010,445,447.5,I2,GnD,PM
M010,447.5,450,I2,GnD,PM
M010,450,452.5,I2,GnD,PM
M010,452.5,455,I2,GnD,PM
M010,455,457.5,I2,GnD,PM
M010,457.5,460,I2,GnD,PM
M010,460,462.5,I2,GnD,PM
M010,462.5,465,I2,GnD,PM
M010,465,467.5,I2,GnD,PM
M010,467.5,470,I2,GnD,PM
M010,470,472.5,I2,GnD,PM
M010,472.5,475,I2,GnD,PM
M010,475,477.5,I2,GnD,PM
M010,477.5,480,I2,GnD,PM
M010,480,482.5,I2,GnD,PM
M010,482.5,485,I2,GnD,PM
M010,485,487.5,I2,GnD,PM
M010,487.5,490,I2,GnD,PM
M010,490,492.5,I2,GnD,PM
M010,492.5,495,I2,GnD,PM
M010,495,497.5,I2,GnD,PM
M010,497.5,500,I2,GnD,PM
M011,0,2.5,D1,AvT,OX
M011,2.5,5,D1,AvT,OX
M011,5,7.5,D1,AvT,OX
M011,7.5,10,D2,AvT,OX
M011,10,12.5,D2,AvT,OX
M011,12.5,15,D2,AvT,OX
M011,15,17.5,D2,AvT,OX
M011,17.5,20,D2,AvT,OX
M011,20,22.5,D2,AvT,OX
M011,22.5,25,D2,AvT,OX
M011,25,27.5,D2,AvT,OX
M011,27.5,30,D2,AvT,MX
M011,30,32.5,D2,AvT,MX
M011,32.5,35,D2,AvT,MX
M011,35,37.5,D2,AvT,PM
M011,37.5,40,D2,AvT,PM
M011,40,42.5,D2,AvT,PM
M011,42.5,45,D2,AvT,PM
M011,45,47.5,D2,AvT,PM
M011,47.5,50,D2,AvT,PM
M011,50,52.5,D2,AvT,PM
M011,52.5,55,D2,AvT,PM
M011,55,57.5,D2,AvT,PM
M011,57.5,60,D2,AvT,PM
M011,60,62.5,D2,AvT,PM
M011,62.5,65,D2,AvT,PM
M011,65,67.5,D2,AvT,PM
M011,67.5,70,D2,AvT,PM
M011,70,72.5,D2,AvT,PM
M011,72.5,75,D2,AvT,PM
M011,75,77.5,D2,AvT,PM
M011,77.5,80,D2,AvT,PM
M011,80,82.5,D2,AvT,PM
M011,82.5,85,D2,AvT,PM
M011,85,87.5,D2,AvT,PM
M011,87.5,90,D2,AvT,PM
M011,90,92.5,D2,AvT,PM
M011,92.5,95,D2,AvT,PM
M011,95,97.5,D2,AvT,PM
M011,97.5,100,D2,AvT,PM
M011,100,102.5,D2,AvT,PM
M011,102.5,105,D2,AvT,PM
M011,105,107.5,D2,AvT,PM
M011,107.5,110,D2,AvT,PM
M011,110,112.5,D2,AvT,PM
M011,112.5,115,D2,AvT,PM
M011,115,117.5,D2,AvT,PM
M011,117.5,120,D2,AvT,PM
